ID,TRT,Herbicide,AI,Rate,Cultivar,Rep,Run,Biomass,CNTRL_AVG,VSCNTRL,Biomass_Red.
2530,86,Laudis,tembotrione,23,CRS-1,2,1,0.38,0.9,0.42,0.58
2531,86,Laudis,tembotrione,23,CRS-1,3,1,0,0.9,0.00,1.00
2532,87,Laudis,tembotrione,46,CRS-1,1,1,0,0.9,0.00,1.00
2533,87,Laudis,tembotrione,46,CRS-1,2,1,,0.9,0.00,1.00
2534,87,Laudis,tembotrione,46,CRS-1,3,1,0,0.9,0.00,1.00
2535,88,Laudis,tembotrione,69,CRS-1,1,1,0,0.9,0.00,1.00
2536,88,Laudis,tembotrione,69,CRS-1,2,1,0,0.9,0.00,1.00
2537,88,Laudis,tembotrione,69,CRS-1,3,1,0.32,0.9,0.36,0.64
2538,89,Laudis,tembotrione,92,CRS-1,1,1,0,0.9,0.00,1.00
2539,89,Laudis,tembotrione,92,CRS-1,2,1,0,0.9,0.00,1.00
2540,89,Laudis,tembotrione,92,CRS-1,3,1,0,0.9,0.00,1.00
2541,90,Laudis,tembotrione,184,CRS-1,1,1,0,0.9,0.00,1.00
2542,90,Laudis,tembotrione,184,CRS-1,2,1,0,0.9,0.00,1.00
2543,90,Laudis,tembotrione,184,CRS-1,3,1,0,0.9,0.00,1.00
2544,91,Laudis,tembotrione,368,CRS-1,1,1,0,0.9,0.00,1.00
2545,91,Laudis,tembotrione,368,CRS-1,2,1,0,0.9,0.00,1.00
2546,91,Laudis,tembotrione,368,CRS-1,3,1,0,0.9,0.00,1.00
,0,Control,rimsulfuron,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,rimsulfuron,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,rimsulfuron,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,rimsulfuron,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,rimsulfuron,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,rimsulfuron,0,X-59,6,2,0.51,0.3,1.00,0.00
4064,22,Resolve SG,rimsulfuron,2.74,X-59,1,2,0.28,0.3,0.93,0.07
4065,22,Resolve SG,rimsulfuron,2.74,X-59,2,2,0,0.3,0.00,1.00
4066,22,Resolve SG,rimsulfuron,2.74,X-59,3,2,0.1,0.3,0.33,0.67
4067,23,Resolve SG,rimsulfuron,5.5,X-59,1,2,0.23,0.3,0.77,0.23
4068,23,Resolve SG,rimsulfuron,5.5,X-59,2,2,0.45,0.3,1.00,0.00
4069,23,Resolve SG,rimsulfuron,5.5,X-59,3,2,0,0.3,0.00,1.00
4070,24,Resolve SG,rimsulfuron,11,X-59,1,2,0.1,0.3,0.33,0.67
4071,24,Resolve SG,rimsulfuron,11,X-59,2,2,0.01,0.3,0.03,0.97
4072,24,Resolve SG,rimsulfuron,11,X-59,3,2,0.23,0.3,0.77,0.23
4073,25,Resolve SG,rimsulfuron,16.4,X-59,1,2,0.21,0.3,0.70,0.30
4074,25,Resolve SG,rimsulfuron,16.4,X-59,2,2,0.1,0.3,0.33,0.67
4075,25,Resolve SG,rimsulfuron,16.4,X-59,3,2,0.18,0.3,0.60,0.40
4076,26,Resolve SG,rimsulfuron,22,X-59,1,2,0.02,0.3,0.07,0.93
4077,26,Resolve SG,rimsulfuron,22,X-59,2,2,0.15,0.3,0.50,0.50
4078,26,Resolve SG,rimsulfuron,22,X-59,3,2,0.02,0.3,0.07,0.93
4079,27,Resolve SG,rimsulfuron,44,X-59,1,2,0.06,0.3,0.20,0.80
4080,27,Resolve SG,rimsulfuron,44,X-59,2,2,0.28,0.3,0.93,0.07
4081,27,Resolve SG,rimsulfuron,44,X-59,3,2,0,0.3,0.00,1.00
4082,28,Resolve SG,rimsulfuron,88,X-59,1,2,0.14,0.3,0.47,0.53
4083,28,Resolve SG,rimsulfuron,88,X-59,2,2,0.08,0.3,0.27,0.73
4084,28,Resolve SG,rimsulfuron,88,X-59,3,2,0.08,0.3,0.27,0.73
,0,Control,chlorimuron-ethyl,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,chlorimuron-ethyl,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,chlorimuron-ethyl,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,chlorimuron-ethyl,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,chlorimuron-ethyl,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,chlorimuron-ethyl,0,X-59,6,2,0.51,0.3,1.00,0.00
4085,29,Classic,chlorimuron-ethyl,1.64,X-59,1,2,0,0.3,0.00,1.00
4086,29,Classic,chlorimuron-ethyl,1.64,X-59,2,2,0.06,0.3,0.20,0.80
4087,29,Classic,chlorimuron-ethyl,1.64,X-59,3,2,0.03,0.3,0.10,0.90
4088,30,Classic,chlorimuron-ethyl,3.3,X-59,1,2,0.12,0.3,0.40,0.60
4089,30,Classic,chlorimuron-ethyl,3.3,X-59,2,2,0.08,0.3,0.27,0.73
4090,30,Classic,chlorimuron-ethyl,3.3,X-59,3,2,0.08,0.3,0.27,0.73
4091,31,Classic,chlorimuron-ethyl,6.6,X-59,1,2,0.13,0.3,0.43,0.57
4092,31,Classic,chlorimuron-ethyl,6.6,X-59,2,2,0.14,0.3,0.47,0.53
4093,31,Classic,chlorimuron-ethyl,6.6,X-59,3,2,0.06,0.3,0.20,0.80
4094,32,Classic,chlorimuron-ethyl,9.9,X-59,1,2,0.06,0.3,0.20,0.80
4095,32,Classic,chlorimuron-ethyl,9.9,X-59,2,2,0.19,0.3,0.63,0.37
4096,32,Classic,chlorimuron-ethyl,9.9,X-59,3,2,0,0.3,0.00,1.00
4097,33,Classic,chlorimuron-ethyl,13.1,X-59,1,2,0.09,0.3,0.30,0.70
4098,33,Classic,chlorimuron-ethyl,13.1,X-59,2,2,0.03,0.3,0.10,0.90
4099,33,Classic,chlorimuron-ethyl,13.1,X-59,3,2,0.03,0.3,0.10,0.90
4100,34,Classic,chlorimuron-ethyl,26.3,X-59,1,2,0.04,0.3,0.13,0.87
4101,34,Classic,chlorimuron-ethyl,26.3,X-59,2,2,0,0.3,0.00,1.00
4102,34,Classic,chlorimuron-ethyl,26.3,X-59,3,2,0,0.3,0.00,1.00
4103,35,Classic,chlorimuron-ethyl,52.5,X-59,1,2,0.05,0.3,0.17,0.83
4104,35,Classic,chlorimuron-ethyl,52.5,X-59,2,2,0,0.3,0.00,1.00
4105,35,Classic,chlorimuron-ethyl,52.5,X-59,3,2,0,0.3,0.00,1.00
,0,Control,imazethapyr,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,imazethapyr,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,imazethapyr,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,imazethapyr,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,imazethapyr,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,imazethapyr,0,X-59,6,2,0.51,0.3,1.00,0.00
4106,36,Pursuit,imazethapyr,8.8,X-59,1,2,0.32,0.3,1.00,0.00
4107,36,Pursuit,imazethapyr,8.8,X-59,2,2,0.46,0.3,1.00,0.00
4108,36,Pursuit,imazethapyr,8.8,X-59,3,2,0.19,0.3,0.63,0.37
4109,37,Pursuit,imazethapyr,17.5,X-59,1,2,0.58,0.3,1.00,0.00
4110,37,Pursuit,imazethapyr,17.5,X-59,2,2,0.19,0.3,0.63,0.37
4111,37,Pursuit,imazethapyr,17.5,X-59,3,2,0,0.3,0.00,1.00
4112,38,Pursuit,imazethapyr,35,X-59,1,2,0.18,0.3,0.60,0.40
4113,38,Pursuit,imazethapyr,35,X-59,2,2,0,0.3,0.00,1.00
4114,38,Pursuit,imazethapyr,35,X-59,3,2,0.2,0.3,0.67,0.33
4115,39,Pursuit,imazethapyr,52.5,X-59,1,2,0.13,0.3,0.43,0.57
4116,39,Pursuit,imazethapyr,52.5,X-59,2,2,0.05,0.3,0.17,0.83
4117,39,Pursuit,imazethapyr,52.5,X-59,3,2,0.18,0.3,0.60,0.40
4118,40,Pursuit,imazethapyr,70,X-59,1,2,0.07,0.3,0.23,0.77
4119,40,Pursuit,imazethapyr,70,X-59,2,2,0.21,0.3,0.70,0.30
4120,40,Pursuit,imazethapyr,70,X-59,3,2,0.07,0.3,0.23,0.77
4121,41,Pursuit,imazethapyr,140,X-59,1,2,0,0.3,0.00,1.00
4122,41,Pursuit,imazethapyr,140,X-59,2,2,0.04,0.3,0.13,0.87
4123,41,Pursuit,imazethapyr,140,X-59,3,2,0.3,0.3,1.00,0.00
4124,42,Pursuit,imazethapyr,280,X-59,1,2,0.04,0.3,0.13,0.87
4125,42,Pursuit,imazethapyr,280,X-59,2,2,0.06,0.3,0.20,0.80
4126,42,Pursuit,imazethapyr,280,X-59,3,2,0.04,0.3,0.13,0.87
,0,Control,chloransulam-methyl,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,chloransulam-methyl,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,chloransulam-methyl,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,chloransulam-methyl,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,chloransulam-methyl,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,chloransulam-methyl,0,X-59,6,2,0.51,0.3,1.00,0.00
4127,43,FirstRate,chloransulam-methyl,2.2,X-59,1,2,0.29,0.3,0.97,0.03
4128,43,FirstRate,chloransulam-methyl,2.2,X-59,2,2,0.01,0.3,0.03,0.97
4129,43,FirstRate,chloransulam-methyl,2.2,X-59,3,2,0.18,0.3,0.60,0.40
4130,44,FirstRate,chloransulam-methyl,4.4,X-59,1,2,0.02,0.3,0.07,0.93
4131,44,FirstRate,chloransulam-methyl,4.4,X-59,2,2,0,0.3,0.00,1.00
4132,44,FirstRate,chloransulam-methyl,4.4,X-59,3,2,0.04,0.3,0.13,0.87
4133,45,FirstRate,chloransulam-methyl,8.8,X-59,1,2,0.03,0.3,0.10,0.90
4134,45,FirstRate,chloransulam-methyl,8.8,X-59,2,2,0,0.3,0.00,1.00
4135,45,FirstRate,chloransulam-methyl,8.8,X-59,3,2,0.03,0.3,0.10,0.90
4136,46,FirstRate,chloransulam-methyl,13.2,X-59,1,2,0,0.3,0.00,1.00
4137,46,FirstRate,chloransulam-methyl,13.2,X-59,2,2,0.01,0.3,0.03,0.97
4138,46,FirstRate,chloransulam-methyl,13.2,X-59,3,2,0.04,0.3,0.13,0.87
4139,47,FirstRate,chloransulam-methyl,17.7,X-59,1,2,0.02,0.3,0.07,0.93
4140,47,FirstRate,chloransulam-methyl,17.7,X-59,2,2,0,0.3,0.00,1.00
4141,47,FirstRate,chloransulam-methyl,17.7,X-59,3,2,0.13,0.3,0.43,0.57
4142,48,FirstRate,chloransulam-methyl,35.3,X-59,1,2,0.02,0.3,0.07,0.93
4143,48,FirstRate,chloransulam-methyl,35.3,X-59,2,2,0,0.3,0.00,1.00
4144,48,FirstRate,chloransulam-methyl,35.3,X-59,3,2,0.01,0.3,0.03,0.97
4145,49,FirstRate,chloransulam-methyl,70.6,X-59,1,2,0,0.3,0.00,1.00
4146,49,FirstRate,chloransulam-methyl,70.6,X-59,2,2,0.01,0.3,0.03,0.97
4147,49,FirstRate,chloransulam-methyl,70.6,X-59,3,2,0,0.3,0.00,1.00
,0,Control,atrazine,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,atrazine,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,atrazine,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,atrazine,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,atrazine,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,atrazine,0,X-59,6,2,0.51,0.3,1.00,0.00
4148,50,Aatrex 4L,atrazine,210,X-59,1,2,0.13,0.3,0.43,0.57
4149,50,Aatrex 4L,atrazine,210,X-59,2,2,0,0.3,0.00,1.00
4150,50,Aatrex 4L,atrazine,210,X-59,3,2,0.26,0.3,0.87,0.13
4151,51,Aatrex 4L,atrazine,420,X-59,1,2,0.08,0.3,0.27,0.73
4152,51,Aatrex 4L,atrazine,420,X-59,2,2,0,0.3,0.00,1.00
4153,51,Aatrex 4L,atrazine,420,X-59,3,2,0,0.3,0.00,1.00
4154,52,Aatrex 4L,atrazine,840,X-59,1,2,0,0.3,0.00,1.00
4155,52,Aatrex 4L,atrazine,840,X-59,2,2,0,0.3,0.00,1.00
4156,52,Aatrex 4L,atrazine,840,X-59,3,2,0,0.3,0.00,1.00
4157,53,Aatrex 4L,atrazine,1260,X-59,1,2,0,0.3,0.00,1.00
4158,53,Aatrex 4L,atrazine,1260,X-59,2,2,0,0.3,0.00,1.00
4159,53,Aatrex 4L,atrazine,1260,X-59,3,2,0,0.3,0.00,1.00
4160,54,Aatrex 4L,atrazine,1680,X-59,1,2,0,0.3,0.00,1.00
4161,54,Aatrex 4L,atrazine,1680,X-59,2,2,0.03,0.3,0.10,0.90
4162,54,Aatrex 4L,atrazine,1680,X-59,3,2,0,0.3,0.00,1.00
4163,55,Aatrex 4L,atrazine,3360,X-59,1,2,0,0.3,0.00,1.00
4164,55,Aatrex 4L,atrazine,3360,X-59,2,2,0,0.3,0.00,1.00
4165,55,Aatrex 4L,atrazine,3360,X-59,3,2,0,0.3,0.00,1.00
4166,56,Aatrex 4L,atrazine,6700,X-59,1,2,0,0.3,0.00,1.00
4167,56,Aatrex 4L,atrazine,6700,X-59,2,2,0,0.3,0.00,1.00
4168,56,Aatrex 4L,atrazine,6700,X-59,3,2,0,0.3,0.00,1.00
,0,Control,fomesafen,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,fomesafen,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,fomesafen,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,fomesafen,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,fomesafen,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,fomesafen,0,X-59,6,2,0.51,0.3,1.00,0.00
4169,57,Flexstar,fomesafen,33,X-59,1,2,0.24,0.3,0.80,0.20
4170,57,Flexstar,fomesafen,33,X-59,2,2,0,0.3,0.00,1.00
4171,57,Flexstar,fomesafen,33,X-59,3,2,0,0.3,0.00,1.00
4172,58,Flexstar,fomesafen,66,X-59,1,2,0,0.3,0.00,1.00
4173,58,Flexstar,fomesafen,66,X-59,2,2,0.29,0.3,0.97,0.03
4174,58,Flexstar,fomesafen,66,X-59,3,2,0.22,0.3,0.73,0.27
4175,59,Flexstar,fomesafen,132,X-59,1,2,0.27,0.3,0.90,0.10
4176,59,Flexstar,fomesafen,132,X-59,2,2,0.42,0.3,1.00,0.00
4177,59,Flexstar,fomesafen,132,X-59,3,2,0.3,0.3,1.00,0.00
4178,60,Flexstar,fomesafen,198,X-59,1,2,0,0.3,0.00,1.00
4179,60,Flexstar,fomesafen,198,X-59,2,2,0.24,0.3,0.80,0.20
4180,60,Flexstar,fomesafen,198,X-59,3,2,0.14,0.3,0.47,0.53
4181,61,Flexstar,fomesafen,263,X-59,1,2,0.39,0.3,1.00,0.00
4182,61,Flexstar,fomesafen,263,X-59,2,2,0.01,0.3,0.03,0.97
4183,61,Flexstar,fomesafen,263,X-59,3,2,0.03,0.3,0.10,0.90
4184,62,Flexstar,fomesafen,527,X-59,1,2,0.06,0.3,0.20,0.80
4185,62,Flexstar,fomesafen,527,X-59,2,2,0,0.3,0.00,1.00
4186,62,Flexstar,fomesafen,527,X-59,3,2,0,0.3,0.00,1.00
4187,63,Flexstar,fomesafen,1050,X-59,1,2,0,0.3,0.00,1.00
4188,63,Flexstar,fomesafen,1050,X-59,2,2,0,0.3,0.00,1.00
4189,63,Flexstar,fomesafen,1050,X-59,3,2,0,0.3,0.00,1.00
,0,Control,isoxaflutole,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,isoxaflutole,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,isoxaflutole,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,isoxaflutole,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,isoxaflutole,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,isoxaflutole,0,X-59,6,2,0.51,0.3,1.00,0.00
4190,64,Balance Flexx,isoxaflutole,11,X-59,1,2,0.12,0.3,0.40,0.60
4191,64,Balance Flexx,isoxaflutole,11,X-59,2,2,0.27,0.3,0.90,0.10
4192,64,Balance Flexx,isoxaflutole,11,X-59,3,2,0.14,0.3,0.47,0.53
4193,65,Balance Flexx,isoxaflutole,22,X-59,1,2,0,0.3,0.00,1.00
4194,65,Balance Flexx,isoxaflutole,22,X-59,2,2,0,0.3,0.00,1.00
4195,65,Balance Flexx,isoxaflutole,22,X-59,3,2,0,0.3,0.00,1.00
4196,66,Balance Flexx,isoxaflutole,44,X-59,1,2,0,0.3,0.00,1.00
4197,66,Balance Flexx,isoxaflutole,44,X-59,2,2,0,0.3,0.00,1.00
4198,66,Balance Flexx,isoxaflutole,44,X-59,3,2,0,0.3,0.00,1.00
4199,67,Balance Flexx,isoxaflutole,66,X-59,1,2,0,0.3,0.00,1.00
4200,67,Balance Flexx,isoxaflutole,66,X-59,2,2,0,0.3,0.00,1.00
4201,67,Balance Flexx,isoxaflutole,66,X-59,3,2,0,0.3,0.00,1.00
4202,68,Balance Flexx,isoxaflutole,88,X-59,1,2,0,0.3,0.00,1.00
4203,68,Balance Flexx,isoxaflutole,88,X-59,2,2,0,0.3,0.00,1.00
4204,68,Balance Flexx,isoxaflutole,88,X-59,3,2,0,0.3,0.00,1.00
4205,69,Balance Flexx,isoxaflutole,175,X-59,1,2,0,0.3,0.00,1.00
4206,69,Balance Flexx,isoxaflutole,175,X-59,2,2,0,0.3,0.00,1.00
4207,69,Balance Flexx,isoxaflutole,175,X-59,3,2,0,0.3,0.00,1.00
4208,70,Balance Flexx,isoxaflutole,350,X-59,1,2,0,0.3,0.00,1.00
4209,70,Balance Flexx,isoxaflutole,350,X-59,2,2,0,0.3,0.00,1.00
4210,70,Balance Flexx,isoxaflutole,350,X-59,3,2,0,0.3,0.00,1.00
,0,Control,topramezone,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,topramezone,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,topramezone,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,topramezone,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,topramezone,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,topramezone,0,X-59,6,2,0.51,0.3,1.00,0.00
4211,71,Armezon,topramezone,2.3,X-59,1,2,0.27,0.3,0.90,0.10
4212,71,Armezon,topramezone,2.3,X-59,2,2,0,0.3,0.00,1.00
4213,71,Armezon,topramezone,2.3,X-59,3,2,0,0.3,0.00,1.00
4214,72,Armezon,topramezone,4.6,X-59,1,2,0,0.3,0.00,1.00
4215,72,Armezon,topramezone,4.6,X-59,2,2,0.21,0.3,0.70,0.30
4216,72,Armezon,topramezone,4.6,X-59,3,2,0.03,0.3,0.10,0.90
4217,73,Armezon,topramezone,9.2,X-59,1,2,0.22,0.3,0.73,0.27
4218,73,Armezon,topramezone,9.2,X-59,2,2,0,0.3,0.00,1.00
4219,73,Armezon,topramezone,9.2,X-59,3,2,0.25,0.3,0.83,0.17
4220,74,Armezon,topramezone,13.8,X-59,1,2,0,0.3,0.00,1.00
4221,74,Armezon,topramezone,13.8,X-59,2,2,0.42,0.3,1.00,0.00
4222,74,Armezon,topramezone,13.8,X-59,3,2,0.05,0.3,0.17,0.83
4223,75,Armezon,topramezone,18.4,X-59,1,2,0,0.3,0.00,1.00
4224,75,Armezon,topramezone,18.4,X-59,2,2,0,0.3,0.00,1.00
4225,75,Armezon,topramezone,18.4,X-59,3,2,0,0.3,0.00,1.00
4226,76,Armezon,topramezone,36.8,X-59,1,2,0.01,0.3,0.03,0.97
4227,76,Armezon,topramezone,36.8,X-59,2,2,0.07,0.3,0.23,0.77
4228,76,Armezon,topramezone,36.8,X-59,3,2,0,0.3,0.00,1.00
4229,77,Armezon,topramezone,73.6,X-59,1,2,0,0.3,0.00,1.00
4230,77,Armezon,topramezone,73.6,X-59,2,2,0,0.3,0.00,1.00
4231,77,Armezon,topramezone,73.6,X-59,3,2,0,0.3,0.00,1.00
,0,Control,mesotrione,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,mesotrione,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,mesotrione,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,mesotrione,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,mesotrione,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,mesotrione,0,X-59,6,2,0.51,0.3,1.00,0.00
4232,78,Callisto,mesotrione,13.1,X-59,1,2,0,0.3,0.00,1.00
4233,78,Callisto,mesotrione,13.1,X-59,2,2,0,0.3,0.00,1.00
4234,78,Callisto,mesotrione,13.1,X-59,3,2,0,0.3,0.00,1.00
4235,79,Callisto,mesotrione,26.3,X-59,1,2,0,0.3,0.00,1.00
4236,79,Callisto,mesotrione,26.3,X-59,2,2,0,0.3,0.00,1.00
4237,79,Callisto,mesotrione,26.3,X-59,3,2,0.01,0.3,0.03,0.97
4238,80,Callisto,mesotrione,52.5,X-59,1,2,0,0.3,0.00,1.00
4239,80,Callisto,mesotrione,52.5,X-59,2,2,0,0.3,0.00,1.00
4240,80,Callisto,mesotrione,52.5,X-59,3,2,0,0.3,0.00,1.00
4241,81,Callisto,mesotrione,79,X-59,1,2,0,0.3,0.00,1.00
4242,81,Callisto,mesotrione,79,X-59,2,2,0,0.3,0.00,1.00
4243,81,Callisto,mesotrione,79,X-59,3,2,0,0.3,0.00,1.00
4244,82,Callisto,mesotrione,105,X-59,1,2,0,0.3,0.00,1.00
4245,82,Callisto,mesotrione,105,X-59,2,2,0,0.3,0.00,1.00
4246,82,Callisto,mesotrione,105,X-59,3,2,0,0.3,0.00,1.00
4247,83,Callisto,mesotrione,210,X-59,1,2,0,0.3,0.00,1.00
4248,83,Callisto,mesotrione,210,X-59,2,2,0,0.3,0.00,1.00
4249,83,Callisto,mesotrione,210,X-59,3,2,0,0.3,0.00,1.00
4250,84,Callisto,mesotrione,420,X-59,1,2,0,0.3,0.00,1.00
4251,84,Callisto,mesotrione,420,X-59,2,2,0,0.3,0.00,1.00
4252,84,Callisto,mesotrione,420,X-59,3,2,0,0.3,0.00,1.00
,0,Control,tembotrione,0,X-59,1,2,0,0.30,0.00,1.00
,0,Control,tembotrione,0,X-59,2,2,0.45,0.3,1.00,0.00
,0,Control,tembotrione,0,X-59,3,2,0.31,0.3,1.00,0.00
,0,Control,tembotrione,0,X-59,4,2,0,0.3,0.00,1.00
,0,Control,tembotrione,0,X-59,5,2,0.52,0.3,1.00,0.00
,0,Control,tembotrione,0,X-59,6,2,0.51,0.3,1.00,0.00
4253,85,Laudis,tembotrione,11.5,X-59,1,2,0.36,0.3,1.00,0.00
4254,85,Laudis,tembotrione,11.5,X-59,2,2,0.32,0.3,1.00,0.00
4255,85,Laudis,tembotrione,11.5,X-59,3,2,0.32,0.3,1.00,0.00
4256,86,Laudis,tembotrione,23,X-59,1,2,0,0.3,0.00,1.00
4257,86,Laudis,tembotrione,23,X-59,2,2,0.12,0.3,0.40,0.60
4258,86,Laudis,tembotrione,23,X-59,3,2,0.38,0.3,1.00,0.00
4259,87,Laudis,tembotrione,46,X-59,1,2,0.37,0.3,1.00,0.00
4260,87,Laudis,tembotrione,46,X-59,2,2,0.07,0.3,0.23,0.77
4261,87,Laudis,tembotrione,46,X-59,3,2,0.29,0.3,0.97,0.03
4262,88,Laudis,tembotrione,69,X-59,1,2,0,0.3,0.00,1.00
4263,88,Laudis,tembotrione,69,X-59,2,2,0.09,0.3,0.30,0.70
4264,88,Laudis,tembotrione,69,X-59,3,2,0,0.3,0.00,1.00
4265,89,Laudis,tembotrione,92,X-59,1,2,0.02,0.3,0.07,0.93
4266,89,Laudis,tembotrione,92,X-59,2,2,0,0.3,0.00,1.00
4267,89,Laudis,tembotrione,92,X-59,3,2,0,0.3,0.00,1.00
4268,90,Laudis,tembotrione,184,X-59,1,2,0,0.3,0.00,1.00
4269,90,Laudis,tembotrione,184,X-59,2,2,0,0.3,0.00,1.00
4270,90,Laudis,tembotrione,184,X-59,3,2,0,0.3,0.00,1.00
4271,91,Laudis,tembotrione,368,X-59,1,2,0,0.3,0.00,1.00
4272,91,Laudis,tembotrione,368,X-59,2,2,0,0.3,0.00,1.00
4273,91,Laudis,tembotrione,368,X-59,3,2,0,0.3,0.00,1.00
,0,Control,rimsulfuron,0,CRS-1,1,2,0.41,0.36,1.00,0.00
,0,Control,rimsulfuron,0,CRS-1,2,2,0.33,0.36,0.92,0.08
,0,Control,rimsulfuron,0,CRS-1,3,2,0.41,0.36,1.00,0.00
,0,Control,rimsulfuron,0,CRS-1,4,2,0,0.36,0.00,1.00
,0,Control,rimsulfuron,0,CRS-1,5,2,0.36,0.36,1.00,0.00
,0,Control,rimsulfuron,0,CRS-1,6,2,0.63,0.36,1.00,0.00
4337,22,Resolve SG,rimsulfuron,2.74,CRS-1,1,2,0.23,0.36,0.64,0.36
4338,22,Resolve SG,rimsulfuron,2.74,CRS-1,2,2,0,0.36,0.00,1.00
4339,22,Resolve SG,rimsulfuron,2.74,CRS-1,3,2,0.12,0.36,0.33,0.67
4340,23,Resolve SG,rimsulfuron,5.5,CRS-1,1,2,0.59,0.36,1.00,0.00
4341,23,Resolve SG,rimsulfuron,5.5,CRS-1,2,2,0.56,0.36,1.00,0.00
4342,23,Resolve SG,rimsulfuron,5.5,CRS-1,3,2,0.59,0.36,1.00,0.00
4343,24,Resolve SG,rimsulfuron,11,CRS-1,1,2,0.55,0.36,1.00,0.00
4344,24,Resolve SG,rimsulfuron,11,CRS-1,2,2,0.21,0.36,0.58,0.42
4345,24,Resolve SG,rimsulfuron,11,CRS-1,3,2,0.68,0.36,1.00,0.00
4346,25,Resolve SG,rimsulfuron,16.4,CRS-1,1,2,0,0.36,0.00,1.00
4347,25,Resolve SG,rimsulfuron,16.4,CRS-1,2,2,0.49,0.36,1.00,0.00
4348,25,Resolve SG,rimsulfuron,16.4,CRS-1,3,2,0.26,0.36,0.72,0.28
4349,26,Resolve SG,rimsulfuron,22,CRS-1,1,2,0.24,0.36,0.67,0.33
4350,26,Resolve SG,rimsulfuron,22,CRS-1,2,2,0.45,0.36,1.00,0.00
4351,26,Resolve SG,rimsulfuron,22,CRS-1,3,2,0.43,0.36,1.00,0.00
4352,27,Resolve SG,rimsulfuron,44,CRS-1,1,2,0.38,0.36,1.00,0.00
4353,27,Resolve SG,rimsulfuron,44,CRS-1,2,2,0.21,0.36,0.58,0.42
4354,27,Resolve SG,rimsulfuron,44,CRS-1,3,2,0.38,0.36,1.00,0.00
4355,28,Resolve SG,rimsulfuron,88,CRS-1,1,2,0.06,0.36,0.17,0.83
4356,28,Resolve SG,rimsulfuron,88,CRS-1,2,2,0.03,0.36,0.08,0.92
4357,28,Resolve SG,rimsulfuron,88,CRS-1,3,2,0.11,0.36,0.31,0.69
,0,Control,chlorimuron-ethyl,0,CRS-1,1,2,0.41,0.36,1.00,0.00
,0,Control,chlorimuron-ethyl,0,CRS-1,2,2,0.33,0.36,0.92,0.08
,0,Control,chlorimuron-ethyl,0,CRS-1,3,2,0.41,0.36,1.00,0.00
,0,Control,chlorimuron-ethyl,0,CRS-1,4,2,0,0.36,0.00,1.00
,0,Control,chlorimuron-ethyl,0,CRS-1,5,2,0.36,0.36,1.00,0.00
,0,Control,chlorimuron-ethyl,0,CRS-1,6,2,0.63,0.36,1.00,0.00
