ID,TRT,Herbicide,AI,Rate,Cultivar,Rep,Run,Biomass,CNTRL_AVG,VSCNTRL,Biomass_Red.,,,
4079,27,Resolve SG,rimsulfuron,44,X-59,1,2,0.06,0.34,0.18,0.82,,,
4080,27,Resolve SG,rimsulfuron,44,X-59,2,2,0.28,0.34,0.82,0.18,,,
4081,27,Resolve SG,rimsulfuron,44,X-59,3,2,0,0.34,0.00,1.00,,,
4082,28,Resolve SG,rimsulfuron,88,X-59,1,2,0.14,0.34,0.41,0.59,,,
4083,28,Resolve SG,rimsulfuron,88,X-59,2,2,0.08,0.34,0.24,0.76,,,
4084,28,Resolve SG,rimsulfuron,88,X-59,3,2,0.08,0.34,0.24,0.76,,,
,0,Control,chlorimuron-ethyl,0,X-59,1,2,0,0.34,0.00,1.00,,,
,0,Control,chlorimuron-ethyl,0,X-59,2,2,0.52,0.34,1.00,0.00,,,
,0,Control,chlorimuron-ethyl,0,X-59,3,2,0.51,0.34,1.00,0.00,,,
4085,29,Classic,chlorimuron-ethyl,1.64,X-59,1,2,0,0.34,0.00,1.00,,,
4086,29,Classic,chlorimuron-ethyl,1.64,X-59,2,2,0.06,0.34,0.18,0.82,,,
4087,29,Classic,chlorimuron-ethyl,1.64,X-59,3,2,0.03,0.34,0.09,0.91,,,
4088,30,Classic,chlorimuron-ethyl,3.3,X-59,1,2,0.12,0.34,0.35,0.65,,,
4089,30,Classic,chlorimuron-ethyl,3.3,X-59,2,2,0.08,0.34,0.24,0.76,,,
4090,30,Classic,chlorimuron-ethyl,3.3,X-59,3,2,0.08,0.34,0.24,0.76,,,
4091,31,Classic,chlorimuron-ethyl,6.6,X-59,1,2,0.13,0.34,0.38,0.62,,,
4092,31,Classic,chlorimuron-ethyl,6.6,X-59,2,2,0.14,0.34,0.41,0.59,,,
4093,31,Classic,chlorimuron-ethyl,6.6,X-59,3,2,0.06,0.34,0.18,0.82,,,
4094,32,Classic,chlorimuron-ethyl,9.9,X-59,1,2,0.06,0.34,0.18,0.82,,,
4095,32,Classic,chlorimuron-ethyl,9.9,X-59,2,2,0.19,0.34,0.56,0.44,,,
4096,32,Classic,chlorimuron-ethyl,9.9,X-59,3,2,0,0.34,0.00,1.00,,,
4097,33,Classic,chlorimuron-ethyl,13.1,X-59,1,2,0.09,0.34,0.26,0.74,,,
4098,33,Classic,chlorimuron-ethyl,13.1,X-59,2,2,0.03,0.34,0.09,0.91,,,
4099,33,Classic,chlorimuron-ethyl,13.1,X-59,3,2,0.03,0.34,0.09,0.91,,,
4100,34,Classic,chlorimuron-ethyl,26.3,X-59,1,2,0.04,0.34,0.12,0.88,,,
4101,34,Classic,chlorimuron-ethyl,26.3,X-59,2,2,0,0.34,0.00,1.00,,,
4102,34,Classic,chlorimuron-ethyl,26.3,X-59,3,2,0,0.34,0.00,1.00,,,
4103,35,Classic,chlorimuron-ethyl,52.5,X-59,1,2,0.05,0.34,0.15,0.85,,,
4104,35,Classic,chlorimuron-ethyl,52.5,X-59,2,2,0,0.34,0.00,1.00,,,
4105,35,Classic,chlorimuron-ethyl,52.5,X-59,3,2,0,0.34,0.00,1.00,,,
,0,Control,imazethapyr,0,X-59,1,2,0,0.34,0.00,1.00,,,
,0,Control,imazethapyr,0,X-59,2,2,0.52,0.34,1.00,0.00,,,
,0,Control,imazethapyr,0,X-59,3,2,0.51,0.34,1.00,0.00,,,
4106,36,Pursuit,imazethapyr,8.8,X-59,1,2,0.32,0.34,0.94,0.06,,,
4107,36,Pursuit,imazethapyr,8.8,X-59,2,2,0.46,0.34,1.00,0.00,,,
4108,36,Pursuit,imazethapyr,8.8,X-59,3,2,0.19,0.34,0.56,0.44,,,
4109,37,Pursuit,imazethapyr,17.5,X-59,1,2,0.58,0.34,1.00,0.00,,,
4110,37,Pursuit,imazethapyr,17.5,X-59,2,2,0.19,0.34,0.56,0.44,,,
4111,37,Pursuit,imazethapyr,17.5,X-59,3,2,0,0.34,0.00,1.00,,,
4112,38,Pursuit,imazethapyr,35,X-59,1,2,0.18,0.34,0.53,0.47,,,
4113,38,Pursuit,imazethapyr,35,X-59,2,2,0,0.34,0.00,1.00,,,
4114,38,Pursuit,imazethapyr,35,X-59,3,2,0.2,0.34,0.59,0.41,,,
4115,39,Pursuit,imazethapyr,52.5,X-59,1,2,0.13,0.34,0.38,0.62,,,
4116,39,Pursuit,imazethapyr,52.5,X-59,2,2,0.05,0.34,0.15,0.85,,,
4117,39,Pursuit,imazethapyr,52.5,X-59,3,2,0.18,0.34,0.53,0.47,,,
4118,40,Pursuit,imazethapyr,70,X-59,1,2,0.07,0.34,0.21,0.79,,,
4119,40,Pursuit,imazethapyr,70,X-59,2,2,0.21,0.34,0.62,0.38,,,
4120,40,Pursuit,imazethapyr,70,X-59,3,2,0.07,0.34,0.21,0.79,,,
4121,41,Pursuit,imazethapyr,140,X-59,1,2,0,0.34,0.00,1.00,,,
4122,41,Pursuit,imazethapyr,140,X-59,2,2,0.04,0.34,0.12,0.88,,,
4123,41,Pursuit,imazethapyr,140,X-59,3,2,0.3,0.34,0.88,0.12,,,
4124,42,Pursuit,imazethapyr,280,X-59,1,2,0.04,0.34,0.12,0.88,,,
4125,42,Pursuit,imazethapyr,280,X-59,2,2,0.06,0.34,0.18,0.82,,,
4126,42,Pursuit,imazethapyr,280,X-59,3,2,0.04,0.34,0.12,0.88,,,
,0,Control,chloransulam-methyl,0,X-59,1,2,0,0.34,0.00,1.00,,,
,0,Control,chloransulam-methyl,0,X-59,2,2,0.52,0.34,1.00,0.00,,,
,0,Control,chloransulam-methyl,0,X-59,3,2,0.51,0.34,1.00,0.00,,,
4127,43,FirstRate,chloransulam-methyl,2.2,X-59,1,2,0.29,0.34,0.85,0.15,,,
4128,43,FirstRate,chloransulam-methyl,2.2,X-59,2,2,0.01,0.34,0.03,0.97,,,
4129,43,FirstRate,chloransulam-methyl,2.2,X-59,3,2,0.18,0.34,0.53,0.47,,,
4130,44,FirstRate,chloransulam-methyl,4.4,X-59,1,2,0.02,0.34,0.06,0.94,,,
4131,44,FirstRate,chloransulam-methyl,4.4,X-59,2,2,0,0.34,0.00,1.00,,,
4132,44,FirstRate,chloransulam-methyl,4.4,X-59,3,2,0.04,0.34,0.12,0.88,,,
4133,45,FirstRate,chloransulam-methyl,8.8,X-59,1,2,0.03,0.34,0.09,0.91,,,
4134,45,FirstRate,chloransulam-methyl,8.8,X-59,2,2,0,0.34,0.00,1.00,,,
4135,45,FirstRate,chloransulam-methyl,8.8,X-59,3,2,0.03,0.34,0.09,0.91,,,
4136,46,FirstRate,chloransulam-methyl,13.2,X-59,1,2,0,0.34,0.00,1.00,,,
4137,46,FirstRate,chloransulam-methyl,13.2,X-59,2,2,0.01,0.34,0.03,0.97,,,
4138,46,FirstRate,chloransulam-methyl,13.2,X-59,3,2,0.04,0.34,0.12,0.88,,,
4139,47,FirstRate,chloransulam-methyl,17.7,X-59,1,2,0.02,0.34,0.06,0.94,,,
4140,47,FirstRate,chloransulam-methyl,17.7,X-59,2,2,0,0.34,0.00,1.00,,,
4141,47,FirstRate,chloransulam-methyl,17.7,X-59,3,2,0.13,0.34,0.38,0.62,,,
4142,48,FirstRate,chloransulam-methyl,35.3,X-59,1,2,0.02,0.34,0.06,0.94,,,
4143,48,FirstRate,chloransulam-methyl,35.3,X-59,2,2,0,0.34,0.00,1.00,,,
4144,48,FirstRate,chloransulam-methyl,35.3,X-59,3,2,0.01,0.34,0.03,0.97,,,
4145,49,FirstRate,chloransulam-methyl,70.6,X-59,1,2,0,0.34,0.00,1.00,,,
4146,49,FirstRate,chloransulam-methyl,70.6,X-59,2,2,0.01,0.34,0.03,0.97,,,
4147,49,FirstRate,chloransulam-methyl,70.6,X-59,3,2,0,0.34,0.00,1.00,,,
,0,Control,atrazine,0,X-59,1,2,0,0.34,0.00,1.00,,,
,0,Control,atrazine,0,X-59,2,2,0.52,0.34,1.00,0.00,,,
,0,Control,atrazine,0,X-59,3,2,0.51,0.34,1.00,0.00,,,
4148,50,Aatrex 4L,atrazine,210,X-59,1,2,0.13,0.34,0.38,0.62,,,
4149,50,Aatrex 4L,atrazine,210,X-59,2,2,0,0.34,0.00,1.00,,,
4150,50,Aatrex 4L,atrazine,210,X-59,3,2,0.26,0.34,0.76,0.24,,,
4151,51,Aatrex 4L,atrazine,420,X-59,1,2,0.08,0.34,0.24,0.76,,,
4152,51,Aatrex 4L,atrazine,420,X-59,2,2,0,0.34,0.00,1.00,,,
4153,51,Aatrex 4L,atrazine,420,X-59,3,2,0,0.34,0.00,1.00,,,
4154,52,Aatrex 4L,atrazine,840,X-59,1,2,0,0.34,0.00,1.00,,,
4155,52,Aatrex 4L,atrazine,840,X-59,2,2,0,0.34,0.00,1.00,,,
4156,52,Aatrex 4L,atrazine,840,X-59,3,2,0,0.34,0.00,1.00,,,
4157,53,Aatrex 4L,atrazine,1260,X-59,1,2,0,0.34,0.00,1.00,,,
4158,53,Aatrex 4L,atrazine,1260,X-59,2,2,0,0.34,0.00,1.00,,,
4159,53,Aatrex 4L,atrazine,1260,X-59,3,2,0,0.34,0.00,1.00,,,
4160,54,Aatrex 4L,atrazine,1680,X-59,1,2,0,0.34,0.00,1.00,,,
4161,54,Aatrex 4L,atrazine,1680,X-59,2,2,0.03,0.34,0.09,0.91,,,
4162,54,Aatrex 4L,atrazine,1680,X-59,3,2,0,0.34,0.00,1.00,,,
4163,55,Aatrex 4L,atrazine,3360,X-59,1,2,0,0.34,0.00,1.00,,,
4164,55,Aatrex 4L,atrazine,3360,X-59,2,2,0,0.34,0.00,1.00,,,
4165,55,Aatrex 4L,atrazine,3360,X-59,3,2,0,0.34,0.00,1.00,,,
4166,56,Aatrex 4L,atrazine,6700,X-59,1,2,0,0.34,0.00,1.00,,,
4167,56,Aatrex 4L,atrazine,6700,X-59,2,2,0,0.34,0.00,1.00,,,
4168,56,Aatrex 4L,atrazine,6700,X-59,3,2,0,0.34,0.00,1.00,,,
,0,Control,fomesafen,0,X-59,1,2,0,0.34,0.00,1.00,,,
,0,Control,fomesafen,0,X-59,2,2,0.52,0.34,1.00,0.00,,,
,0,Control,fomesafen,0,X-59,3,2,0.51,0.34,1.00,0.00,,,
4169,57,Flexstar,fomesafen,33,X-59,1,2,0.24,0.34,0.71,0.29,,,
4170,57,Flexstar,fomesafen,33,X-59,2,2,0,0.34,0.00,1.00,,,
4171,57,Flexstar,fomesafen,33,X-59,3,2,0,0.34,0.00,1.00,,,
4172,58,Flexstar,fomesafen,66,X-59,1,2,0,0.34,0.00,1.00,,,
4173,58,Flexstar,fomesafen,66,X-59,2,2,0.29,0.34,0.85,0.15,,,
4174,58,Flexstar,fomesafen,66,X-59,3,2,0.22,0.34,0.65,0.35,,,
4175,59,Flexstar,fomesafen,132,X-59,1,2,0.27,0.34,0.79,0.21,,,
4176,59,Flexstar,fomesafen,132,X-59,2,2,0.42,0.34,1.00,0.00,,,
4177,59,Flexstar,fomesafen,132,X-59,3,2,0.3,0.34,0.88,0.12,,,
4178,60,Flexstar,fomesafen,198,X-59,1,2,0,0.34,0.00,1.00,,,
4179,60,Flexstar,fomesafen,198,X-59,2,2,0.24,0.34,0.71,0.29,,,
4180,60,Flexstar,fomesafen,198,X-59,3,2,0.14,0.34,0.41,0.59,,,
4181,61,Flexstar,fomesafen,263,X-59,1,2,0.39,0.34,1.00,0.00,,,
4182,61,Flexstar,fomesafen,263,X-59,2,2,0.01,0.34,0.03,0.97,,,
4183,61,Flexstar,fomesafen,263,X-59,3,2,0.03,0.34,0.09,0.91,,,
4184,62,Flexstar,fomesafen,527,X-59,1,2,0.06,0.34,0.18,0.82,,,
4185,62,Flexstar,fomesafen,527,X-59,2,2,0,0.34,0.00,1.00,,,
4186,62,Flexstar,fomesafen,527,X-59,3,2,0,0.34,0.00,1.00,,,
4187,63,Flexstar,fomesafen,1050,X-59,1,2,0,0.34,0.00,1.00,,,
4188,63,Flexstar,fomesafen,1050,X-59,2,2,0,0.34,0.00,1.00,,,
4189,63,Flexstar,fomesafen,1050,X-59,3,2,0,0.34,0.00,1.00,,,
,0,Control,isoxaflutole,0,X-59,1,2,0,0.34,0.00,1.00,,,
,0,Control,isoxaflutole,0,X-59,2,2,0.52,0.34,1.00,0.00,,,
,0,Control,isoxaflutole,0,X-59,3,2,0.51,0.34,1.00,0.00,,,
4190,64,Balance Flexx,isoxaflutole,11,X-59,1,2,0.12,0.34,0.35,0.65,,,
4191,64,Balance Flexx,isoxaflutole,11,X-59,2,2,0.27,0.34,0.79,0.21,,,
4192,64,Balance Flexx,isoxaflutole,11,X-59,3,2,0.14,0.34,0.41,0.59,,,
4193,65,Balance Flexx,isoxaflutole,22,X-59,1,2,0,0.34,0.00,1.00,,,
4194,65,Balance Flexx,isoxaflutole,22,X-59,2,2,0,0.34,0.00,1.00,,,
4195,65,Balance Flexx,isoxaflutole,22,X-59,3,2,0,0.34,0.00,1.00,,,
4196,66,Balance Flexx,isoxaflutole,44,X-59,1,2,0,0.34,0.00,1.00,,,
4197,66,Balance Flexx,isoxaflutole,44,X-59,2,2,0,0.34,0.00,1.00,,,
4198,66,Balance Flexx,isoxaflutole,44,X-59,3,2,0,0.34,0.00,1.00,,,
4199,67,Balance Flexx,isoxaflutole,66,X-59,1,2,0,0.34,0.00,1.00,,,
4200,67,Balance Flexx,isoxaflutole,66,X-59,2,2,0,0.34,0.00,1.00,,,
4201,67,Balance Flexx,isoxaflutole,66,X-59,3,2,0,0.34,0.00,1.00,,,
4202,68,Balance Flexx,isoxaflutole,88,X-59,1,2,0,0.34,0.00,1.00,,,
4203,68,Balance Flexx,isoxaflutole,88,X-59,2,2,0,0.34,0.00,1.00,,,
4204,68,Balance Flexx,isoxaflutole,88,X-59,3,2,0,0.34,0.00,1.00,,,
4205,69,Balance Flexx,isoxaflutole,175,X-59,1,2,0,0.34,0.00,1.00,,,
4206,69,Balance Flexx,isoxaflutole,175,X-59,2,2,0,0.34,0.00,1.00,,,
4207,69,Balance Flexx,isoxaflutole,175,X-59,3,2,0,0.34,0.00,1.00,,,
4208,70,Balance Flexx,isoxaflutole,350,X-59,1,2,0,0.34,0.00,1.00,,,
4209,70,Balance Flexx,isoxaflutole,350,X-59,2,2,0,0.34,0.00,1.00,,,
4210,70,Balance Flexx,isoxaflutole,350,X-59,3,2,0,0.34,0.00,1.00,,,
,0,Control,topramezone,0,X-59,1,2,0,0.34,0.00,1.00,,,
,0,Control,topramezone,0,X-59,2,2,0.52,0.34,1.00,0.00,,,
,0,Control,topramezone,0,X-59,3,2,0.51,0.34,1.00,0.00,,,
4211,71,Armezon,topramezone,2.3,X-59,1,2,0.27,0.34,0.79,0.21,,,
4212,71,Armezon,topramezone,2.3,X-59,2,2,0,0.34,0.00,1.00,,,
4213,71,Armezon,topramezone,2.3,X-59,3,2,0,0.34,0.00,1.00,,,
4214,72,Armezon,topramezone,4.6,X-59,1,2,0,0.34,0.00,1.00,,,
4215,72,Armezon,topramezone,4.6,X-59,2,2,0.21,0.34,0.62,0.38,,,
4216,72,Armezon,topramezone,4.6,X-59,3,2,0.03,0.34,0.09,0.91,,,
4217,73,Armezon,topramezone,9.2,X-59,1,2,0.22,0.34,0.65,0.35,,,
4218,73,Armezon,topramezone,9.2,X-59,2,2,0,0.34,0.00,1.00,,,
4219,73,Armezon,topramezone,9.2,X-59,3,2,0.25,0.34,0.74,0.26,,,
4220,74,Armezon,topramezone,13.8,X-59,1,2,0,0.34,0.00,1.00,,,
4221,74,Armezon,topramezone,13.8,X-59,2,2,0.42,0.34,1.00,0.00,,,
4222,74,Armezon,topramezone,13.8,X-59,3,2,0.05,0.34,0.15,0.85,,,
4223,75,Armezon,topramezone,18.4,X-59,1,2,0,0.34,0.00,1.00,,,
4224,75,Armezon,topramezone,18.4,X-59,2,2,0,0.34,0.00,1.00,,,
4225,75,Armezon,topramezone,18.4,X-59,3,2,0,0.34,0.00,1.00,,,
4226,76,Armezon,topramezone,36.8,X-59,1,2,0.01,0.34,0.03,0.97,,,
4227,76,Armezon,topramezone,36.8,X-59,2,2,0.07,0.34,0.21,0.79,,,
4228,76,Armezon,topramezone,36.8,X-59,3,2,0,0.34,0.00,1.00,,,
4229,77,Armezon,topramezone,73.6,X-59,1,2,0,0.34,0.00,1.00,,,
4230,77,Armezon,topramezone,73.6,X-59,2,2,0,0.34,0.00,1.00,,,
4231,77,Armezon,topramezone,73.6,X-59,3,2,0,0.34,0.00,1.00,,,
,0,Control,mesotrione,0,X-59,1,2,0,0.34,0.00,1.00,,,
,0,Control,mesotrione,0,X-59,2,2,0.52,0.34,1.00,0.00,,,
,0,Control,mesotrione,0,X-59,3,2,0.51,0.34,1.00,0.00,,,
4232,78,Callisto,mesotrione,13.1,X-59,1,2,0,0.34,0.00,1.00,,,
4233,78,Callisto,mesotrione,13.1,X-59,2,2,0,0.34,0.00,1.00,,,
4234,78,Callisto,mesotrione,13.1,X-59,3,2,0,0.34,0.00,1.00,,,
4235,79,Callisto,mesotrione,26.3,X-59,1,2,0,0.34,0.00,1.00,,,
4236,79,Callisto,mesotrione,26.3,X-59,2,2,0,0.34,0.00,1.00,,,
4237,79,Callisto,mesotrione,26.3,X-59,3,2,0.01,0.34,0.03,0.97,,,
4238,80,Callisto,mesotrione,52.5,X-59,1,2,0,0.34,0.00,1.00,,,
4239,80,Callisto,mesotrione,52.5,X-59,2,2,0,0.34,0.00,1.00,,,
4240,80,Callisto,mesotrione,52.5,X-59,3,2,0,0.34,0.00,1.00,,,
4241,81,Callisto,mesotrione,79,X-59,1,2,0,0.34,0.00,1.00,,,
4242,81,Callisto,mesotrione,79,X-59,2,2,0,0.34,0.00,1.00,,,
4243,81,Callisto,mesotrione,79,X-59,3,2,0,0.34,0.00,1.00,,,
4244,82,Callisto,mesotrione,105,X-59,1,2,0,0.34,0.00,1.00,,,
4245,82,Callisto,mesotrione,105,X-59,2,2,0,0.34,0.00,1.00,,,
4246,82,Callisto,mesotrione,105,X-59,3,2,0,0.34,0.00,1.00,,,
4247,83,Callisto,mesotrione,210,X-59,1,2,0,0.34,0.00,1.00,,,
4248,83,Callisto,mesotrione,210,X-59,2,2,0,0.34,0.00,1.00,,,
4249,83,Callisto,mesotrione,210,X-59,3,2,0,0.34,0.00,1.00,,,
4250,84,Callisto,mesotrione,420,X-59,1,2,0,0.34,0.00,1.00,,,
4251,84,Callisto,mesotrione,420,X-59,2,2,0,0.34,0.00,1.00,,,
4252,84,Callisto,mesotrione,420,X-59,3,2,0,0.34,0.00,1.00,,,
,0,Control,tembotrione,0,X-59,1,2,0,0.34,0.00,1.00,,,
,0,Control,tembotrione,0,X-59,2,2,0.52,0.34,1.00,0.00,,,
,0,Control,tembotrione,0,X-59,3,2,0.51,0.34,1.00,0.00,,,
4253,85,Laudis,tembotrione,11.5,X-59,1,2,0.36,0.34,1.00,0.00,,,
4254,85,Laudis,tembotrione,11.5,X-59,2,2,0.32,0.34,0.94,0.06,,,
4255,85,Laudis,tembotrione,11.5,X-59,3,2,0.32,0.34,0.94,0.06,,,
4256,86,Laudis,tembotrione,23,X-59,1,2,0,0.34,0.00,1.00,,,
4257,86,Laudis,tembotrione,23,X-59,2,2,0.12,0.34,0.35,0.65,,,
4258,86,Laudis,tembotrione,23,X-59,3,2,0.38,0.34,1.00,0.00,,,
4259,87,Laudis,tembotrione,46,X-59,1,2,0.37,0.34,1.00,0.00,,,
4260,87,Laudis,tembotrione,46,X-59,2,2,0.07,0.34,0.21,0.79,,,
4261,87,Laudis,tembotrione,46,X-59,3,2,0.29,0.34,0.85,0.15,,,
4262,88,Laudis,tembotrione,69,X-59,1,2,0,0.34,0.00,1.00,,,
4263,88,Laudis,tembotrione,69,X-59,2,2,0.09,0.34,0.26,0.74,,,
4264,88,Laudis,tembotrione,69,X-59,3,2,0,0.34,0.00,1.00,,,
4265,89,Laudis,tembotrione,92,X-59,1,2,0.02,0.34,0.06,0.94,,,
4266,89,Laudis,tembotrione,92,X-59,2,2,0,0.34,0.00,1.00,,,
4267,89,Laudis,tembotrione,92,X-59,3,2,0,0.34,0.00,1.00,,,
4268,90,Laudis,tembotrione,184,X-59,1,2,0,0.34,0.00,1.00,,,
4269,90,Laudis,tembotrione,184,X-59,2,2,0,0.34,0.00,1.00,,,
4270,90,Laudis,tembotrione,184,X-59,3,2,0,0.34,0.00,1.00,,,
4271,91,Laudis,tembotrione,368,X-59,1,2,0,0.34,0.00,1.00,,,
4272,91,Laudis,tembotrione,368,X-59,2,2,0,0.34,0.00,1.00,,,
4273,91,Laudis,tembotrione,368,X-59,3,2,0,0.34,0.00,1.00,,,
,0,Control,rimsulfuron,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,rimsulfuron,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,rimsulfuron,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4337,22,Resolve SG,rimsulfuron,2.74,CRS-1,1,2,0.23,0.38,0.61,0.39,,,
4338,22,Resolve SG,rimsulfuron,2.74,CRS-1,2,2,0,0.38,0.00,1.00,,,
4339,22,Resolve SG,rimsulfuron,2.74,CRS-1,3,2,0.12,0.38,0.32,0.68,,,
4340,23,Resolve SG,rimsulfuron,5.5,CRS-1,1,2,0.59,0.38,1.00,0.00,,,
4341,23,Resolve SG,rimsulfuron,5.5,CRS-1,2,2,0.56,0.38,1.00,0.00,,,
4342,23,Resolve SG,rimsulfuron,5.5,CRS-1,3,2,0.59,0.38,1.00,0.00,,,
4343,24,Resolve SG,rimsulfuron,11,CRS-1,1,2,0.55,0.38,1.00,0.00,,,
4344,24,Resolve SG,rimsulfuron,11,CRS-1,2,2,0.21,0.38,0.55,0.45,,,
4345,24,Resolve SG,rimsulfuron,11,CRS-1,3,2,0.68,0.38,1.00,0.00,,,
4346,25,Resolve SG,rimsulfuron,16.4,CRS-1,1,2,0,0.38,0.00,1.00,,,
4347,25,Resolve SG,rimsulfuron,16.4,CRS-1,2,2,0.49,0.38,1.00,0.00,,,
4348,25,Resolve SG,rimsulfuron,16.4,CRS-1,3,2,0.26,0.38,0.68,0.32,,,
4349,26,Resolve SG,rimsulfuron,22,CRS-1,1,2,0.24,0.38,0.63,0.37,,,
4350,26,Resolve SG,rimsulfuron,22,CRS-1,2,2,0.45,0.38,1.00,0.00,,,
4351,26,Resolve SG,rimsulfuron,22,CRS-1,3,2,0.43,0.38,1.00,0.00,,,
4352,27,Resolve SG,rimsulfuron,44,CRS-1,1,2,0.38,0.38,1.00,0.00,,,
4353,27,Resolve SG,rimsulfuron,44,CRS-1,2,2,0.21,0.38,0.55,0.45,,,
4354,27,Resolve SG,rimsulfuron,44,CRS-1,3,2,0.38,0.38,1.00,0.00,,,
4355,28,Resolve SG,rimsulfuron,88,CRS-1,1,2,0.06,0.38,0.16,0.84,,,
4356,28,Resolve SG,rimsulfuron,88,CRS-1,2,2,0.03,0.38,0.08,0.92,,,
4357,28,Resolve SG,rimsulfuron,88,CRS-1,3,2,0.11,0.38,0.29,0.71,,,
,0,Control,chlorimuron-ethyl,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,chlorimuron-ethyl,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,chlorimuron-ethyl,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4358,29,Classic,chlorimuron-ethyl,1.64,CRS-1,1,2,0.13,0.38,0.34,0.66,,,
4359,29,Classic,chlorimuron-ethyl,1.64,CRS-1,2,2,0.46,0.38,1.00,0.00,,,
4360,29,Classic,chlorimuron-ethyl,1.64,CRS-1,3,2,0.36,0.38,0.95,0.05,,,
4361,30,Classic,chlorimuron-ethyl,3.3,CRS-1,1,2,0.3,0.38,0.79,0.21,,,
4362,30,Classic,chlorimuron-ethyl,3.3,CRS-1,2,2,0.25,0.38,0.66,0.34,,,
4363,30,Classic,chlorimuron-ethyl,3.3,CRS-1,3,2,0.24,0.38,0.63,0.37,,,
4364,31,Classic,chlorimuron-ethyl,6.6,CRS-1,1,2,0.7,0.38,1.00,0.00,,,
4365,31,Classic,chlorimuron-ethyl,6.6,CRS-1,2,2,0.08,0.38,0.21,0.79,,,
4366,31,Classic,chlorimuron-ethyl,6.6,CRS-1,3,2,0.18,0.38,0.47,0.53,,,
4367,32,Classic,chlorimuron-ethyl,9.9,CRS-1,1,2,0.13,0.38,0.34,0.66,,,
4368,32,Classic,chlorimuron-ethyl,9.9,CRS-1,2,2,0.21,0.38,0.55,0.45,,,
4369,32,Classic,chlorimuron-ethyl,9.9,CRS-1,3,2,0.42,0.38,1.00,0.00,,,
4370,33,Classic,chlorimuron-ethyl,13.1,CRS-1,1,2,0.18,0.38,0.47,0.53,,,
4371,33,Classic,chlorimuron-ethyl,13.1,CRS-1,2,2,0.05,0.38,0.13,0.87,,,
4372,33,Classic,chlorimuron-ethyl,13.1,CRS-1,3,2,0.14,0.38,0.37,0.63,,,
4373,34,Classic,chlorimuron-ethyl,26.3,CRS-1,1,2,0.05,0.38,0.13,0.87,,,
4374,34,Classic,chlorimuron-ethyl,26.3,CRS-1,2,2,0.14,0.38,0.37,0.63,,,
4375,34,Classic,chlorimuron-ethyl,26.3,CRS-1,3,2,0,0.38,0.00,1.00,,,
4376,35,Classic,chlorimuron-ethyl,52.5,CRS-1,1,2,0.07,0.38,0.18,0.82,,,
4377,35,Classic,chlorimuron-ethyl,52.5,CRS-1,2,2,0.07,0.38,0.18,0.82,,,
4378,35,Classic,chlorimuron-ethyl,52.5,CRS-1,3,2,0.05,0.38,0.13,0.87,,,
,0,Control,imazethapyr,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,imazethapyr,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,imazethapyr,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4379,36,Pursuit,imazethapyr,8.8,CRS-1,1,2,0.2,0.38,0.53,0.47,,,
4380,36,Pursuit,imazethapyr,8.8,CRS-1,2,2,0.12,0.38,0.32,0.68,,,
4381,36,Pursuit,imazethapyr,8.8,CRS-1,3,2,0.19,0.38,0.50,0.50,,,
4382,37,Pursuit,imazethapyr,17.5,CRS-1,1,2,0.51,0.38,1.00,0.00,,,
4383,37,Pursuit,imazethapyr,17.5,CRS-1,2,2,0.2,0.38,0.53,0.47,,,
4384,37,Pursuit,imazethapyr,17.5,CRS-1,3,2,0.43,0.38,1.00,0.00,,,
4385,38,Pursuit,imazethapyr,35,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
4386,38,Pursuit,imazethapyr,35,CRS-1,2,2,0.27,0.38,0.71,0.29,,,
4387,38,Pursuit,imazethapyr,35,CRS-1,3,2,0.49,0.38,1.00,0.00,,,
4388,39,Pursuit,imazethapyr,52.5,CRS-1,1,2,0.5,0.38,1.00,0.00,,,
4389,39,Pursuit,imazethapyr,52.5,CRS-1,2,2,0.4,0.38,1.00,0.00,,,
4390,39,Pursuit,imazethapyr,52.5,CRS-1,3,2,0.18,0.38,0.47,0.53,,,
4391,40,Pursuit,imazethapyr,70,CRS-1,1,2,0.32,0.38,0.84,0.16,,,
4392,40,Pursuit,imazethapyr,70,CRS-1,2,2,0.24,0.38,0.63,0.37,,,
4393,40,Pursuit,imazethapyr,70,CRS-1,3,2,0.12,0.38,0.32,0.68,,,
4394,41,Pursuit,imazethapyr,140,CRS-1,1,2,0,0.38,0.00,1.00,,,
4395,41,Pursuit,imazethapyr,140,CRS-1,2,2,0.08,0.38,0.21,0.79,,,
4396,41,Pursuit,imazethapyr,140,CRS-1,3,2,0.16,0.38,0.42,0.58,,,
4397,42,Pursuit,imazethapyr,280,CRS-1,1,2,0.04,0.38,0.11,0.89,,,
